id,informativeness,naturalness,quality,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
314,5.0,5.0,5.0,-2.789271354675293,-3.187041997909546,"[0.8980875015258789, 0.8680288791656494]","[0.9207844734191895, 0.9009268283843994]","[0.9092943668365479, 0.8841719627380371]","[0.8, 0.8]","[0.8, 0.7272727272727273]","[0.7999999950000002, 0.7619047569160999]","[0.6, 0.6]","[0.6, 0.5454545454545454]","[0.5999999950000001, 0.5714285664399092]","[0.8, 0.8]","[0.8, 0.7272727272727273]","[0.7999999950000002, 0.7619047569160999]","[0.8220833333333335, 0.7361111111111112]","[1.2882297539194154e-231, 1.2882297539194154e-231]","[0.8530935001400436, 0.7851578035881578]",0.8756185485731234,0.9565999254797706,0.9671203282848241,0.3812593433850257,0.7683265323832068
315,5.0,6.0,5.0,-2.541940927505493,-3.23022723197937,"[0.9500325918197632, 0.8771286606788635]","[0.9500325322151184, 0.8042474985122681]","[0.9500325322151184, 0.8391085267066956]","[1.0, 0.8]","[1.0, 0.6666666666666666]","[0.999999995, 0.7272727223140496]","[0.8, 0.4]","[0.8, 0.3333333333333333]","[0.7999999950000002, 0.36363635867768596]","[0.9, 0.7]","[0.9, 0.5833333333333334]","[0.899999995, 0.6363636314049588]","[0.9814814814814815, 0.6463768115942029]","[1.2882297539194154e-231, 1.2882297539194154e-231]","[0.8862537019368996, 0.6736497785986156]",0.8311850471592714,0.9694218233233783,0.9741454750828158,0.4601928667921403,0.8012533883994449
316,4.0,4.0,4.0,-2.9941680431365967,-3.619178295135498,"[0.8729531764984131, 0.922927975654602]","[0.8407042622566223, 0.9250410199165344]","[0.8565253615379333, 0.9239832758903503]","[0.7272727272727273, 0.8181818181818182]","[0.6153846153846154, 0.8181818181818182]","[0.666666661701389, 0.8181818131818183]","[0.36363636363636365, 0.6363636363636364]","[0.3076923076923077, 0.6363636363636364]","[0.3333333283680556, 0.6363636313636364]","[0.5454545454545454, 0.8181818181818182]","[0.46153846153846156, 0.8181818181818182]","[0.4999999950347222, 0.8181818131818183]","[0.6027027027027027, 0.8375715193897013]","[1.1409851298103347e-231, 1.1409851298103347e-231]","[0.652323128541782, 0.7762881036829905]",0.8458170929270818,0.9626188111154722,0.9685145395560452,0.3348535181468933,0.7553289562728036
317,5.5,4.5,5.0,-3.252136707305908,-3.4282937049865723,"[0.8842545747756958, 0.89107346534729]","[0.835746169090271, 0.8179043531417847]","[0.859316349029541, 0.8529225587844849]","[0.7, 0.7]","[0.5833333333333334, 0.5833333333333334]","[0.6363636314049588, 0.6363636314049588]","[0.3, 0.4]","[0.25, 0.3333333333333333]","[0.27272726776859507, 0.36363635867768596]","[0.6, 0.7]","[0.5, 0.5833333333333334]","[0.5454545404958678, 0.6363636314049588]","[0.6003623188405797, 0.5962605117194489]","[1.1640469867513693e-231, 5.233427736988301e-155]","[0.5803185396278717, 0.6180559471536153]",0.874984782915974,0.9572436029314044,0.9682757501867203,0.5411560420110688,0.8222251317097312
318,4.5,4.5,5.0,-3.147616147994995,-3.3241686820983887,"[0.8444325923919678, 0.7568373084068298]","[0.8976137042045593, 0.6797664761543274]","[0.8702113628387451, 0.7162345051765442]","[0.7272727272727273, 0.45454545454545453]","[0.8, 0.45454545454545453]","[0.7619047569160999, 0.45454544954545456]","[0.5454545454545454, 0.18181818181818182]","[0.6, 0.14285714285714285]","[0.5714285664399092, 0.15999999507200013]","[0.7272727272727273, 0.45454545454545453]","[0.8, 0.45454545454545453]","[0.7619047569160999, 0.45454544954545456]","[0.7886904761904763, 0.19108280254777069]","[9.594503055152632e-232, 5.019362538473707e-155]","[0.8435397748297051, 0.4483302989067227]",0.7896197573931493,0.9779557579143691,0.9812847589550752,0.6553114507019108,0.871517322523785
319,1.5,4.0,2.5,-3.127041339874268,-3.332539796829224,"[0.9020950794219971, 0.8640790581703186]","[0.9225856065750122, 0.8490680456161499]","[0.9122253060340881, 0.8565077185630798]","[0.8571428571428571, 0.8571428571428571]","[0.8571428571428571, 0.75]","[0.8571428521428571, 0.7999999950222222]","[0.625, 0.625]","[0.625, 0.5555555555555556]","[0.624999995, 0.5882352891349482]","[0.8571428571428571, 0.8571428571428571]","[0.8571428571428571, 0.75]","[0.8571428521428571, 0.7999999950222222]","[0.855940934065934, 0.8103975535168196]","[1.2183324802375697e-231, 1.3483065280626046e-231]","[0.8137383219585554, 0.7812244847487966]",0.9403707894850988,0.9710784182025284,0.9744789848973964,0.9191721473141968,0.9549098501380405
320,5.5,4.0,4.5,-2.943366527557373,-3.5148324966430664,"[0.7441622018814087, 0.8048507571220398]","[0.7252085208892822, 0.7919064164161682]","[0.7345631718635559, 0.7983261346817017]","[0.8, 0.8]","[0.8, 0.8]","[0.7999999950000002, 0.7999999950000002]","[0.5454545454545454, 0.45454545454545453]","[0.5454545454545454, 0.45454545454545453]","[0.5454545404545454, 0.45454544954545456]","[0.8, 0.7]","[0.8, 0.7]","[0.7999999950000002, 0.699999995]","[0.7934426229508196, 0.8828986429177269]","[1.1200407237786664e-231, 1.2395288183339461e-231]","[0.6589003678303182, 0.720427897175153]",0.9051622089600132,0.9683958412316619,0.9707408638335209,0.19819827579244384,0.7124449936192088
321,4.5,4.5,4.5,-3.6311302185058594,-3.68847918510437,"[0.6091768145561218, 0.7712310552597046]","[0.5423261523246765, 0.7004052400588989]","[0.5738109350204468, 0.7341138124465942]","[0.2857142857142857, 0.5714285714285714]","[0.18181818181818182, 0.36363636363636365]","[0.2222222174691359, 0.44444443969135805]","[0.0, 0.3333333333333333]","[0.0, 0.23076923076923078]","[0.0, 0.2727272678925621]","[0.2857142857142857, 0.42857142857142855]","[0.18181818181818182, 0.2727272727272727]","[0.2222222174691359, 0.3333333285802469]","[0.23809523809523814, 0.5215419501133786]","[1.1640469867513693e-231, 1.2882297539194154e-231]","[0.3011052843018266, 0.5028360080699801]",0.6395919491263881,0.7630007824931347,0.822361490117705,0.020093416592240943,0.5351518964010268
322,5.5,6.0,5.5,-2.681633472442627,-3.0964672565460205,"[0.8338447213172913, 0.8899983167648315]","[0.7812230587005615, 0.8794559240341187]","[0.8066766858100891, 0.8846957087516785]","[0.875, 0.875]","[0.5833333333333334, 0.7777777777777778]","[0.6999999952000001, 0.823529406782007]","[0.3333333333333333, 0.6666666666666666]","[0.23076923076923078, 0.6]","[0.2727272678925621, 0.6315789423822715]","[0.625, 0.875]","[0.4166666666666667, 0.7777777777777778]","[0.4999999952000001, 0.823529406782007]","[0.5095890410958904, 0.8289915966386556]","[1.3165594234639305e-231, 1.3165594234639305e-231]","[0.5794684770802113, 0.7904132757495171]",0.8966810335115509,0.96037577815633,0.9695304394247827,0.8507839972071376,0.9268967382627501
323,4.0,5.0,5.0,-3.310920476913452,-4.366508483886719,"[0.8906093239784241, 0.9557636380195618]","[0.831352174282074, 0.9459671378135681]","[0.8599610924720764, 0.9508401155471802]","[0.9, 1.0]","[0.6428571428571429, 0.9090909090909091]","[0.7499999951388889, 0.9523809473922903]","[0.45454545454545453, 0.9090909090909091]","[0.3333333333333333, 0.8333333333333334]","[0.3846153797337278, 0.8695652124007562]","[0.8, 1.0]","[0.5714285714285714, 0.9090909090909091]","[0.6666666618055556, 0.9523809473922903]","[0.6777108433734941, 0.920940170940171]","[1.2627076138080564e-231, 1.1409851298103347e-231]","[0.6508749965946514, 0.8887117123787595]",0.804758278031658,0.9505392101372252,0.9636003629094783,0.6536170262479366,0.8559188664315466
324,6.0,5.0,5.0,-2.7727670669555664,-3.5010573863983154,"[0.87571120262146, 0.8837482929229736]","[0.8210472464561462, 0.9385331869125366]","[0.8474986553192139, 0.9103172421455383]","[0.6666666666666666, 0.7777777777777778]","[0.5454545454545454, 1.0]","[0.5999999950500001, 0.8749999950781251]","[0.3, 0.6]","[0.25, 0.75]","[0.27272726776859507, 0.6666666617283951]","[0.5555555555555556, 0.7777777777777778]","[0.45454545454545453, 1.0]","[0.4999999950500001, 0.8749999950781251]","[0.5555555555555556, 0.9498207885304659]","[1.1640469867513693e-231, 9.788429383461836e-232]","[0.5800887810077089, 0.7690390711725235]",0.872731074654036,0.964936010715505,0.9697703594048755,0.659511520036617,0.8647392967189992
325,5.0,6.0,6.0,-3.426953077316284,-3.851848602294922,"[0.9647010564804077, 0.9000896215438843]","[0.9513626098632812, 0.9463224411010742]","[0.9579854011535645, 0.9226272106170654]","[1.0, 0.875]","[0.8888888888888888, 1.0]","[0.9411764656055364, 0.9333333283555556]","[0.8888888888888888, 0.7777777777777778]","[0.8, 0.875]","[0.8421052581717452, 0.823529406782007]","[1.0, 0.875]","[0.8888888888888888, 1.0]","[0.9411764656055364, 0.9333333283555556]","[0.9215917772067505, 0.9728931830381106]","[1.1896457329133973e-231, 1.0003688322288243e-231]","[0.8988125237763535, 0.8431503851993407]",0.8551652381609849,0.9690604107519577,0.9743003800238688,0.9163478771127691,0.9532362226295318
326,6.0,5.0,5.0,-3.205414295196533,-3.50924038887024,"[0.8137776851654053, 0.9572982788085938]","[0.7723872661590576, 0.9879194498062134]","[0.7925424575805664, 0.9723678827285767]","[0.7142857142857143, 0.8571428571428571]","[0.625, 1.0]","[0.6666666616888889, 0.9230769181065088]","[0.42857142857142855, 0.7142857142857143]","[0.375, 0.8333333333333334]","[0.3999999950222222, 0.7692307642603551]","[0.7142857142857143, 0.8571428571428571]","[0.625, 1.0]","[0.6666666616888889, 0.9230769181065088]","[0.625, 0.9799382716049383]","[1.2508498911928379e-231, 1.2387197655613557e-231]","[0.6330741586133299, 0.8607972113865695]",0.8616275572263995,0.9379975578177063,0.9616087692120505,0.8163070652563857,0.9053044640953809
327,5.0,6.0,5.0,-3.857224225997925,-3.42386245727539,"[0.8513416051864624, 0.890906572341919]","[0.8503989577293396, 0.7868332862854004]","[0.8508700728416443, 0.8356420397758484]","[0.8, 0.9]","[0.8, 0.6428571428571429]","[0.7999999950000002, 0.7499999951388889]","[0.3, 0.5]","[0.3, 0.3333333333333333]","[0.2999999950000001, 0.39999999520000007]","[0.6, 0.8]","[0.6, 0.5714285714285714]","[0.5999999950000001, 0.6666666618055556]","[0.7433333333333335, 0.5310897435897436]","[1.2882297539194154e-231, 1.1640469867513693e-231]","[0.7435564180713641, 0.6296955502807463]",0.8343024765959063,0.8995405181280736,0.9397386167394722,0.10736131909480365,0.6488801513207832
328,6.0,6.0,6.0,-3.164240598678589,-3.4177722930908203,"[0.9134565591812134, 0.8486493825912476]","[0.8579006195068359, 0.7862677574157715]","[0.8848073482513428, 0.8162684440612793]","[0.8, 0.8]","[0.6153846153846154, 0.6153846153846154]","[0.6956521689981097, 0.6956521689981097]","[0.5, 0.5]","[0.38461538461538464, 0.3333333333333333]","[0.4347826037807184, 0.39999999520000007]","[0.7, 0.7]","[0.5384615384615384, 0.5384615384615384]","[0.6086956472589792, 0.6086956472589792]","[0.6377551020408164, 0.5274612219056664]","[1.2882297539194154e-231, 1.1640469867513693e-231]","[0.6707416444352804, 0.5763311497639438]",0.8193999052819451,0.8756984323166315,0.9120126279075953,0.09641755742394491,0.6280428725493906
329,6.0,6.0,6.0,-3.4928946495056152,-4.278853893280029,"[0.7746529579162598, 0.8328061103820801]","[0.8437528014183044, 0.904070258140564]","[0.8077276945114136, 0.8669762015342712]","[0.7272727272727273, 0.6363636363636364]","[0.8888888888888888, 0.7]","[0.79999999505, 0.6666666616780046]","[0.25, 0.25]","[0.3333333333333333, 0.3]","[0.2857142808163266, 0.27272726776859507]","[0.5454545454545454, 0.5454545454545454]","[0.6666666666666666, 0.6]","[0.5999999950500001, 0.5714285664399092]","[0.5614909781576449, 0.6790983606557376]","[1.1200407237786664e-231, 1.2395288183339461e-231]","[0.5987753892062646, 0.6429932253838829]",0.9239609171954818,0.9675471887217729,0.977679200454972,0.4621935307746274,0.8024733066504575
330,4.0,4.0,4.0,-4.472865581512451,-5.221032619476318,"[0.7611327171325684, 0.783484160900116]","[0.7615259885787964, 0.8582067489624023]","[0.7613292932510376, 0.8191449046134949]","[0.7, 0.7]","[0.6363636363636364, 0.875]","[0.6666666616780046, 0.7777777728395062]","[0.2, 0.5]","[0.18181818181818182, 0.625]","[0.1904761854875285, 0.555555550617284]","[0.4, 0.7]","[0.36363636363636365, 0.875]","[0.3809523759637189, 0.7777777728395062]","[0.5335438797971097, 0.8375336021505376]","[1.2882297539194154e-231, 1.1640469867513693e-231]","[0.5784783044371733, 0.6727914752283992]",0.8472406742238449,0.8439200673309329,0.928095943075217,0.014076657724617808,0.5953642227102559
331,6.0,6.0,6.0,-2.898430585861206,-2.802232503890991,"[0.9893317222595215, 0.9377270936965942]","[0.9893317222595215, 0.9564469456672668]","[0.9893317222595215, 0.9469944834709167]","[0.8333333333333334, 0.8333333333333334]","[0.7142857142857143, 0.7142857142857143]","[0.7692307642603551, 0.7692307642603551]","[0.6666666666666666, 0.6666666666666666]","[0.5714285714285714, 0.5714285714285714]","[0.6153846104142012, 0.6153846104142012]","[0.8333333333333334, 0.8333333333333334]","[0.7142857142857143, 0.7142857142857143]","[0.7692307642603551, 0.7692307642603551]","[0.7773446457234581, 0.7361111111111112]","[1.1103055738259992e-231, 1.0032743411283238e-231]","[0.7090781992633564, 0.7044999848063973]",0.8471780693302966,0.9591161855350134,0.9699750222558559,0.918130279900054,0.9490738292303078
332,5.0,5.0,5.0,-2.6629884243011475,-3.431694507598877,"[0.9167343974113464, 0.8449094295501709]","[0.9034337997436523, 0.9490329623222351]","[0.9100354909896851, 0.8939494490623474]","[0.7777777777777778, 0.6666666666666666]","[0.7777777777777778, 1.0]","[0.7777777727777778, 0.7999999952000001]","[0.5555555555555556, 0.3333333333333333]","[0.5555555555555556, 0.5]","[0.5555555505555557, 0.39999999520000007]","[0.7777777777777778, 0.5555555555555556]","[0.7777777777777778, 0.8333333333333334]","[0.7777777727777778, 0.6666666618666668]","[0.8745874587458746, 0.9036144578313254]","[1.1896457329133973e-231, 1.3165594234639305e-231]","[0.8307536209555646, 0.6703189752654675]",0.9302061852904808,0.9693941901916648,0.9761322168451428,0.6645794427116809,0.8700352832494961
333,5.0,5.0,5.0,-3.016051769256592,-3.276286125183105,"[0.9002329111099243, 0.9542483687400818]","[0.8452790975570679, 0.8798784613609314]","[0.8718909621238708, 0.9155555963516235]","[0.8333333333333334, 0.8333333333333334]","[0.625, 0.625]","[0.7142857093877552, 0.7142857093877552]","[0.3333333333333333, 0.3333333333333333]","[0.25, 0.25]","[0.2857142808163266, 0.2857142808163266]","[0.6666666666666666, 0.6666666666666666]","[0.5, 0.5]","[0.5714285665306124, 0.5714285665306124]","[0.5742821473158551, 0.6476468138275718]","[1.0832677820940877e-231, 1.1368587676511996e-231]","[0.6923343811590852, 0.717050655709728]",0.8759719780418298,0.94652484252052,0.9606319248243396,0.7546620965282834,0.887272954624381
334,3.0,3.0,2.0,-4.142455101013184,-4.128108024597168,"[0.8940638899803162, 0.8754685521125793]","[0.8403615355491638, 0.7965542674064636]","[0.8663813471794128, 0.8341491222381592]","[0.875, 0.875]","[0.7777777777777778, 0.7]","[0.823529406782007, 0.7777777728395062]","[0.625, 0.25]","[0.5, 0.18181818181818182]","[0.555555550617284, 0.21052631091412755]","[0.875, 0.5]","[0.7777777777777778, 0.4]","[0.823529406782007, 0.4444444395061729]","[0.6973216154007116, 0.5419461456206862]","[1.2183324802375697e-231, 1.2183324802375697e-231]","[0.6744579635678711, 0.5893261064499696]",0.7973665394513897,0.9004630489037164,0.9020491038034221,0.042672505082951694,0.6150615525966968
335,6.0,6.0,6.0,-3.608986377716065,-3.527578115463257,"[0.9999997019767761, 0.9332633018493652]","[0.9999997019767761, 0.9566587209701538]","[0.9999997019767761, 0.9448161721229553]","[1.0, 1.0]","[1.0, 1.0]","[0.999999995, 0.999999995]","[1.0, 1.0]","[1.0, 1.0]","[0.999999995, 0.999999995]","[1.0, 1.0]","[1.0, 1.0]","[0.999999995, 0.999999995]","[0.9990234375, 0.9844782983615982]","[1.2882297539194154e-231, 1.0832677820940877e-231]","[1.0, 0.9631394491637468]",0.8654170480859177,0.9517611646384568,0.964972545418429,0.834440685700648,0.9170581319191781
336,5.0,4.0,4.0,-3.749321460723877,-4.270005226135254,"[0.738246738910675, 0.8103113174438477]","[0.8464577198028564, 0.8868549466133118]","[0.7886577248573303, 0.8468570709228516]","[0.4166666666666667, 0.5833333333333334]","[0.7142857142857143, 0.7]","[0.5263157848199447, 0.6363636314049588]","[0.15384615384615385, 0.23076923076923078]","[0.2857142857142857, 0.3]","[0.19999999545000013, 0.26086956030245756]","[0.3333333333333333, 0.5]","[0.5714285714285714, 0.6]","[0.4210526269252078, 0.5454545404958678]","[0.49010217113665394, 0.6233062330623306]","[1.1008876702055895e-231, 1.2183324802375697e-231]","[0.5086400092554623, 0.6363688003375427]",0.8462233877643549,0.8323394130058072,0.8679713474992065,0.024890122888385394,0.575066961131133
337,6.0,4.0,4.0,-4.0722246170043945,-4.428844928741455,"[0.7850437164306641, 0.7023167610168457]","[0.9452384114265442, 0.715910792350769]","[0.8577253818511963, 0.7090486884117126]","[0.6, 0.5]","[1.0, 0.5555555555555556]","[0.7499999953125, 0.5263157844875347]","[0.3, 0.0]","[0.5, 0.0]","[0.3749999953125, 0.0]","[0.5, 0.4]","[0.8333333333333334, 0.4444444444444444]","[0.6249999953125001, 0.42105262659279785]","[0.8928571428571429, 0.29411764705882354]","[1.2882297539194154e-231, 1.1640469867513693e-231]","[0.589260984163291, 0.36586923378358116]",0.8700934189749691,0.9300384902811828,0.953170412360318,0.03154857246065475,0.6382524917007185
338,4.5,2.5,3.0,-4.9746599197387695,-4.974466323852539,"[0.7963129281997681, 0.6999450922012329]","[0.8006072640419006, 0.6623184680938721]","[0.7984542846679688, 0.6806121468544006]","[0.7272727272727273, 0.7272727272727273]","[0.8, 0.6666666666666666]","[0.7619047569160999, 0.6956521689224953]","[0.5833333333333334, 0.25]","[0.5833333333333334, 0.2]","[0.5833333283333335, 0.22222221728395072]","[0.7272727272727273, 0.7272727272727273]","[0.8, 0.6666666666666666]","[0.7619047569160999, 0.6956521689224953]","[0.703588662710078, 0.4022151898734177]","[1.2395288183339461e-231, 5.3448396730677054e-155]","[0.6548654509719023, 0.45773104301187995]",0.5282685263297033,0.29226706826160226,0.4847298067530989,0.0007190445936445908,0.25923863986944856
339,5.0,5.0,3.0,-3.6576099395751953,-3.8504464626312256,"[0.9638875722885132, 0.8967080116271973]","[0.9915575385093689, 0.8132257461547852]","[0.977526843547821, 0.8529289960861206]","[0.9, 0.9]","[1.0, 0.6923076923076923]","[0.9473684160664821, 0.78260869073724]","[0.8181818181818182, 0.5454545454545454]","[0.9, 0.375]","[0.8571428521541952, 0.44444443961591223]","[0.9, 0.8]","[1.0, 0.6153846153846154]","[0.9473684160664821, 0.6956521689981097]","[0.9894398530762167, 0.6088818082246342]","[1.1409851298103347e-231, 9.594503055152632e-232]","[0.9019666446746996, 0.6243857735633024]",0.7838266244816225,0.8626213090943878,0.9113339508098132,0.19886021583311855,0.6576051585791065
340,4.0,3.0,4.0,-3.186373233795166,-3.878519773483277,"[0.935917854309082, 0.8975600004196167]","[0.9555808901786804, 0.9362675547599792]","[0.945647120475769, 0.9165052771568298]","[1.0, 0.875]","[1.0, 1.0]","[0.999999995, 0.9333333283555556]","[1.0, 0.7777777777777778]","[1.0, 0.875]","[0.999999995, 0.823529406782007]","[1.0, 0.875]","[1.0, 1.0]","[0.999999995, 0.9333333283555556]","[0.9896039603960397, 0.9728931830381106]","[1.1896457329133973e-231, 1.1896457329133973e-231]","[0.9753867543315722, 0.8479221177480734]",0.7599503203200236,0.8965251552612213,0.9328841133942436,0.4011558435528236,0.7435217040694296
341,6.0,6.0,6.0,-3.2956058979034424,-3.673102140426636,"[0.8592021465301514, 1.0]","[0.8091105222702026, 1.0]","[0.8334043025970459, 1.0]","[0.8181818181818182, 1.0]","[0.75, 1.0]","[0.7826086906616257, 0.999999995]","[0.5, 1.0]","[0.4, 1.0]","[0.4444444395061729, 0.999999995]","[0.5454545454545454, 1.0]","[0.5, 1.0]","[0.5217391254442345, 0.999999995]","[0.612109115103127, 0.9998177842565598]","[1.2395288183339461e-231, 1.2395288183339461e-231]","[0.6364835543507963, 1.0]",0.8099826341129255,0.793641578039716,0.8551388635588195,0.09327202185352476,0.5806841544840201
342,5.0,6.0,5.0,-3.2540488243103027,-4.264073371887207,"[0.8933287858963013, 0.9597712159156799]","[0.9350665807723999, 0.9862384796142578]","[0.9137213230133057, 0.9728248715400696]","[0.875, 0.875]","[1.0, 1.0]","[0.9333333283555556, 0.9333333283555556]","[0.7777777777777778, 0.7777777777777778]","[0.875, 0.875]","[0.823529406782007, 0.823529406782007]","[0.875, 0.875]","[1.0, 1.0]","[0.9333333283555556, 0.9333333283555556]","[0.9728931830381106, 0.9861386138613862]","[1.1896457329133973e-231, 1.3165594234639305e-231]","[0.8435444958203228, 0.8644232087630542]",0.7684337203427194,0.9095349096854268,0.9390468598593816,0.3952399188771549,0.7479405628073211
343,1.0,2.5,1.0,-4.493814945220947,-3.6872947216033936,"[0.7412356734275818, 0.8547812700271606]","[0.8894332647323608, 0.8727666139602661]","[0.8086002469062805, 0.8636803030967712]","[0.6, 0.8]","[1.0, 0.8]","[0.7499999953125, 0.7999999950000002]","[0.4, 0.7]","[0.6666666666666666, 0.7]","[0.49999999531250006, 0.699999995]","[0.5, 0.8]","[0.8333333333333334, 0.8]","[0.6249999953125001, 0.7999999950000002]","[0.8965986394557823, 0.8063619174730285]","[1.1640469867513693e-231, 1.1640469867513693e-231]","[0.5887072632497273, 0.7311021284118169]",0.9381444049068844,0.9826332909056766,0.9852907413362554,0.9316075688789148,0.966510533706949
344,6.0,5.5,5.5,-3.386596202850342,-3.4283413887023926,"[1.0, 0.9157958030700684]","[1.0, 0.7569869756698608]","[1.0, 0.8288529515266418]","[1.0, 1.0]","[1.0, 0.5454545454545454]","[0.999999995, 0.7058823483737025]","[1.0, 0.6666666666666666]","[1.0, 0.36363636363636365]","[0.999999995, 0.4705882307266437]","[1.0, 0.6666666666666666]","[1.0, 0.36363636363636365]","[0.999999995, 0.4705882307266437]","[0.9990234375, 0.6]","[1.1368587676511996e-231, 1.1368587676511996e-231]","[1.0, 0.5420518046899354]",0.8409950432921189,0.9705530854176297,0.9753364624934191,0.9386804759155755,0.9615233412755414
345,6.0,5.0,5.0,-3.0182933807373047,-2.992324113845825,"[0.9370467662811279, 0.7805768251419067]","[0.9339753985404968, 0.8421028852462769]","[0.9355085492134094, 0.8101733922958374]","[0.8461538461538461, 0.5384615384615384]","[0.7857142857142857, 0.5833333333333334]","[0.8148148098216735, 0.559999995008]","[0.7142857142857143, 0.21428571428571427]","[0.6666666666666666, 0.25]","[0.6896551674197384, 0.23076922579881665]","[0.8461538461538461, 0.46153846153846156]","[0.7857142857142857, 0.5]","[0.8148148098216735, 0.47999999500800006]","[0.83463687150838, 0.5241371268656717]","[1.1808001696991507e-231, 1.0669733992029681e-231]","[0.861997187976148, 0.506715776932138]",0.9052037072665212,0.9764889617942747,0.9802062109190017,0.6278308743675557,0.8615086823602773
346,5.0,5.0,5.0,-3.4260709285736084,-3.5120105743408203,"[0.9372268915176392, 1.0]","[0.9632778167724609, 1.0]","[0.950073778629303, 1.0]","[1.0, 1.0]","[1.0, 1.0]","[0.999999995, 0.999999995]","[1.0, 1.0]","[1.0, 1.0]","[0.999999995, 0.999999995]","[1.0, 1.0]","[1.0, 1.0]","[0.999999995, 0.999999995]","[0.9866898148148149, 0.9993141289437586]","[1.0518351895246305e-231, 1.2508498911928379e-231]","[0.9636799084443224, 1.0]",0.8615881152749174,0.9644857225569381,0.9698609532112892,0.877462258620036,0.9372696447960878
347,5.0,6.0,6.0,-4.414167881011963,-4.659679889678955,"[0.8235152959823608, 0.840920090675354]","[0.6354063153266907, 0.725051999092102]","[0.7173336148262024, 0.7786994576454163]","[0.7, 0.7]","[0.3888888888888889, 0.4666666666666667]","[0.4999999954081633, 0.5599999952000001]","[0.4, 0.3]","[0.2, 0.17647058823529413]","[0.2666666622222223, 0.22222221755829916]","[0.5, 0.5]","[0.2777777777777778, 0.3333333333333333]","[0.35714285255102046, 0.39999999520000007]","[0.4247619047619048, 0.5174180327868853]","[1.2882297539194154e-231, 1.2882297539194154e-231]","[0.3448592808632699, 0.4173703175525808]",0.8366365142565912,0.9435204141220406,0.9514630460289603,0.08414634428922418,0.6597099348134083
348,6.0,6.0,6.0,-3.950626850128174,-3.0163328647613525,"[0.9999999403953552, 0.770671010017395]","[0.9999999403953552, 0.920326292514801]","[0.9999999403953552, 0.8388763070106506]","[1.0, 0.5555555555555556]","[1.0, 1.0]","[0.999999995, 0.7142857096938776]","[1.0, 0.25]","[1.0, 0.5]","[0.999999995, 0.33333332888888895]","[1.0, 0.4444444444444444]","[1.0, 0.8]","[0.999999995, 0.5714285668367348]","[0.9995, 0.7986111111111112]","[1.3483065280626046e-231, 1.3483065280626046e-231]","[1.0, 0.5108190653992372]",0.9505630360171564,0.9843102972382023,0.9852002273306666,0.9616089564848548,0.9770398270179079
349,4.0,4.0,4.0,-5.166047096252441,-4.077496528625488,"[0.9199755787849426, 0.8937143683433533]","[0.8908462524414062, 0.7587199211120605]","[0.9051766395568848, 0.8207029700279236]","[1.0, 1.0]","[0.8888888888888888, 0.6666666666666666]","[0.9411764656055364, 0.7999999952000001]","[0.5714285714285714, 0.7142857142857143]","[0.5, 0.4166666666666667]","[0.5333333283555556, 0.5263157848199447]","[0.875, 0.875]","[0.7777777777777778, 0.5833333333333334]","[0.823529406782007, 0.6999999952000001]","[0.8311510163362016, 0.5714163237311386]","[1.2387197655613557e-231, 1.2387197655613557e-231]","[0.7222189989637174, 0.5025061012896452]",0.7614395851950514,0.911641540152439,0.934842690229142,0.008766122200227797,0.6184167841939363
350,4.0,2.5,4.0,-4.189446449279785,-3.9803872108459473,"[0.8459592461585999, 0.7699259519577026]","[0.8165938854217529, 0.755186915397644]","[0.831017255783081, 0.7624852061271667]","[0.9166666666666666, 0.6666666666666666]","[0.7857142857142857, 0.5714285714285714]","[0.8461538411834321, 0.6153846104142012]","[0.6666666666666666, 0.4166666666666667]","[0.5714285714285714, 0.35714285714285715]","[0.6153846104142012, 0.38461537964497045]","[0.8333333333333334, 0.5833333333333334]","[0.7142857142857143, 0.5]","[0.7692307642603551, 0.5384615334911242]","[0.8108006890869598, 0.5775126356781838]","[1.2395288183339461e-231, 1.1200407237786664e-231]","[0.6794091722087763, 0.6481615126148308]",0.7355410796542653,0.8387849517162069,0.8793285424196358,0.007956739488733308,0.5753567445415253
